game_id,play_id,player_id,side,pillar,raw_value,units
2023090700.0,101.0,44930.0,WR,anticipation,400.0,ms
2023090700.0,101.0,44930.0,WR,execution,0.08790714798391909,unit
2023090700.0,101.0,44930.0,WR,separation,4.4732985592289705,yd
2023090700.0,101.0,44930.0,WR,innovation,8.186713532541615,deg
2023090700.0,101.0,44930.0,WR,eyes,4.45,score
2023090700.0,194.0,41325.0,WR,anticipation,800.0,ms
2023090700.0,194.0,41325.0,WR,execution,0.15848747448897177,unit
2023090700.0,194.0,41325.0,WR,separation,1.935458601985582,yd
2023090700.0,194.0,41325.0,WR,innovation,10.367074079735048,deg
2023090700.0,194.0,41325.0,WR,eyes,6.79,score
2023090700.0,219.0,53591.0,WR,anticipation,300.0,ms
2023090700.0,219.0,53591.0,WR,execution,0.015798206649279323,unit
2023090700.0,219.0,53591.0,WR,separation,4.819180428247104,yd
2023090700.0,219.0,53591.0,WR,innovation,3.7946589740560928,deg
2023090700.0,219.0,53591.0,WR,eyes,5.29,score
2023090700.0,361.0,38696.0,WR,anticipation,300.0,ms
2023090700.0,361.0,38696.0,WR,execution,0.18601086209231577,unit
2023090700.0,361.0,38696.0,WR,separation,2.210701246211254,yd
2023090700.0,361.0,38696.0,WR,innovation,42.49209234201429,deg
2023090700.0,361.0,38696.0,WR,eyes,9.35,score
2023090700.0,436.0,53541.0,WR,anticipation,500.0,ms
2023090700.0,436.0,53541.0,WR,execution,0.10999468355041926,unit
2023090700.0,436.0,53541.0,WR,separation,2.7585684693333254,yd
2023090700.0,436.0,53541.0,WR,innovation,22.657326493501262,deg
2023090700.0,436.0,53541.0,WR,eyes,5.54,score
2023090700.0,461.0,44930.0,WR,anticipation,400.0,ms
2023090700.0,461.0,44930.0,WR,execution,0.09610149757156664,unit
2023090700.0,461.0,44930.0,WR,separation,4.32134238402837,yd
2023090700.0,461.0,44930.0,WR,innovation,10.495164250425018,deg
2023090700.0,461.0,44930.0,WR,eyes,6.22,score
2023090700.0,530.0,53541.0,WR,anticipation,500.0,ms
2023090700.0,530.0,53541.0,WR,execution,0.10718077858574099,unit
2023090700.0,530.0,53541.0,WR,separation,3.341766000186132,yd
2023090700.0,530.0,53541.0,WR,innovation,13.860954122094995,deg
2023090700.0,530.0,53541.0,WR,eyes,4.27,score
2023090700.0,621.0,53541.0,WR,anticipation,500.0,ms
2023090700.0,621.0,53541.0,WR,execution,0.3108377483834705,unit
2023090700.0,621.0,53541.0,WR,separation,1.4046351839534763,yd
2023090700.0,621.0,53541.0,WR,innovation,3.2862252905812963,deg
2023090700.0,621.0,53541.0,WR,eyes,3.09,score
2023090700.0,713.0,53591.0,WR,anticipation,300.0,ms
2023090700.0,713.0,53591.0,WR,execution,0.11605845603570349,unit
2023090700.0,713.0,53591.0,WR,separation,1.195031380341111,yd
2023090700.0,713.0,53591.0,WR,innovation,15.024563276500198,deg
2023090700.0,713.0,53591.0,WR,eyes,6.95,score
2023090700.0,736.0,46213.0,WR,anticipation,400.0,ms
2023090700.0,736.0,46213.0,WR,execution,0.2601582188795403,unit
2023090700.0,736.0,46213.0,WR,separation,2.0646065000382046,yd
2023090700.0,736.0,46213.0,WR,innovation,14.525697927853155,deg
2023090700.0,736.0,46213.0,WR,eyes,5.08,score
2023090700.0,877.0,46243.0,WR,anticipation,400.0,ms
2023090700.0,877.0,46243.0,WR,execution,0.04002130114644634,unit
2023090700.0,877.0,46243.0,WR,separation,5.417933185265399,yd
2023090700.0,877.0,46243.0,WR,innovation,12.810685278616603,deg
2023090700.0,877.0,46243.0,WR,eyes,6.23,score
2023090700.0,902.0,55920.0,WR,anticipation,700.0,ms
2023090700.0,902.0,55920.0,WR,execution,0.0966036131028032,unit
2023090700.0,902.0,55920.0,WR,separation,3.446461953946398,yd
2023090700.0,902.0,55920.0,WR,innovation,5.674722646296149,deg
2023090700.0,902.0,55920.0,WR,eyes,4.3,score
2023090700.0,1001.0,55920.0,WR,anticipation,400.0,ms
2023090700.0,1001.0,55920.0,WR,execution,0.06014497000928186,unit
2023090700.0,1001.0,55920.0,WR,separation,7.32461603089199,yd
2023090700.0,1001.0,55920.0,WR,innovation,9.232955906295372,deg
2023090700.0,1001.0,55920.0,WR,eyes,6.51,score
2023090700.0,1069.0,53959.0,WR,anticipation,800.0,ms
2023090700.0,1069.0,53959.0,WR,execution,0.2201830481954586,unit
2023090700.0,1069.0,53959.0,WR,separation,6.439161436087773,yd
2023090700.0,1069.0,53959.0,WR,innovation,18.008993304147946,deg
2023090700.0,1069.0,53959.0,WR,eyes,7.1,score
2023090700.0,1154.0,53541.0,WR,anticipation,300.0,ms
2023090700.0,1154.0,53541.0,WR,execution,0.2139782548493821,unit
2023090700.0,1154.0,53541.0,WR,separation,10.441934686637337,yd
2023090700.0,1154.0,53541.0,WR,innovation,9.667962978288047,deg
2023090700.0,1154.0,53541.0,WR,eyes,6.9,score
2023090700.0,1201.0,55899.0,WR,anticipation,500.0,ms
2023090700.0,1201.0,55899.0,WR,execution,0.07515778609337512,unit
2023090700.0,1201.0,55899.0,WR,separation,2.1856349191939652,yd
2023090700.0,1201.0,55899.0,WR,innovation,25.960745401656336,deg
2023090700.0,1201.0,55899.0,WR,eyes,3.08,score
2023090700.0,1300.0,55876.0,WR,anticipation,600.0,ms
2023090700.0,1300.0,55876.0,WR,execution,0.2112149727312964,unit
2023090700.0,1300.0,55876.0,WR,separation,,yd
2023090700.0,1300.0,55876.0,WR,innovation,2.8198833992705103,deg
2023090700.0,1300.0,55876.0,WR,eyes,9.56,score
2023090700.0,1422.0,53591.0,WR,anticipation,300.0,ms
2023090700.0,1422.0,53591.0,WR,execution,0.07226021354478862,unit
2023090700.0,1422.0,53591.0,WR,separation,0.6768308503607086,yd
2023090700.0,1422.0,53591.0,WR,innovation,7.7949002824061315,deg
2023090700.0,1422.0,53591.0,WR,eyes,5.49,score
2023090700.0,1494.0,38696.0,WR,anticipation,200.0,ms
2023090700.0,1494.0,38696.0,WR,execution,0.12393487086671279,unit
2023090700.0,1494.0,38696.0,WR,separation,0.9160785992479026,yd
2023090700.0,1494.0,38696.0,WR,innovation,7.0793889898945705,deg
2023090700.0,1494.0,38696.0,WR,eyes,4.27,score
2023090700.0,1563.0,55920.0,WR,anticipation,400.0,ms
2023090700.0,1563.0,55920.0,WR,execution,0.2572026906964232,unit
2023090700.0,1563.0,55920.0,WR,separation,3.0633968074671616,yd
2023090700.0,1563.0,55920.0,WR,innovation,4.590361127146742,deg
2023090700.0,1563.0,55920.0,WR,eyes,4.17,score
2023090700.0,1588.0,46309.0,WR,anticipation,400.0,ms
2023090700.0,1588.0,46309.0,WR,execution,0.06056385304425859,unit
2023090700.0,1588.0,46309.0,WR,separation,0.9476286192385681,yd
2023090700.0,1588.0,46309.0,WR,innovation,5.616956621338431,deg
2023090700.0,1588.0,46309.0,WR,eyes,5.01,score
2023090700.0,1618.0,55920.0,WR,anticipation,500.0,ms
2023090700.0,1618.0,55920.0,WR,execution,0.0787158845226972,unit
2023090700.0,1618.0,55920.0,WR,separation,4.936598018878994,yd
2023090700.0,1618.0,55920.0,WR,innovation,28.515024221756303,deg
2023090700.0,1618.0,55920.0,WR,eyes,3.65,score
2023090700.0,1679.0,46243.0,WR,anticipation,400.0,ms
2023090700.0,1679.0,46243.0,WR,execution,0.037936728935147386,unit
2023090700.0,1679.0,46243.0,WR,separation,4.851360633884065,yd
2023090700.0,1679.0,46243.0,WR,innovation,1.7397427606056546,deg
2023090700.0,1679.0,46243.0,WR,eyes,5.53,score
2023090700.0,1711.0,46213.0,WR,anticipation,200.0,ms
2023090700.0,1711.0,46213.0,WR,execution,0.10460242189675484,unit
2023090700.0,1711.0,46213.0,WR,separation,4.031786204649251,yd
2023090700.0,1711.0,46213.0,WR,innovation,8.058781892284411,deg
2023090700.0,1711.0,46213.0,WR,eyes,5.39,score
2023090700.0,1741.0,42460.0,WR,anticipation,200.0,ms
2023090700.0,1741.0,42460.0,WR,execution,0.10485929150291215,unit
2023090700.0,1741.0,42460.0,WR,separation,3.5234642044442617,yd
2023090700.0,1741.0,42460.0,WR,innovation,7.226564896142265,deg
2023090700.0,1741.0,42460.0,WR,eyes,4.03,score
2023090700.0,1812.0,55899.0,WR,anticipation,400.0,ms
2023090700.0,1812.0,55899.0,WR,execution,0.08257752490264933,unit
2023090700.0,1812.0,55899.0,WR,separation,1.8721645226849015,yd
2023090700.0,1812.0,55899.0,WR,innovation,19.953591909442,deg
2023090700.0,1812.0,55899.0,WR,eyes,6.96,score
2023090700.0,1837.0,55899.0,WR,anticipation,500.0,ms
2023090700.0,1837.0,55899.0,WR,execution,0.26394783866980537,unit
2023090700.0,1837.0,55899.0,WR,separation,,yd
2023090700.0,1837.0,55899.0,WR,innovation,4.629776642378521,deg
2023090700.0,1837.0,55899.0,WR,eyes,9.92,score
2023090700.0,1869.0,44930.0,WR,anticipation,400.0,ms
2023090700.0,1869.0,44930.0,WR,execution,0.060675213073226715,unit
