game_id,play_id,wr_id,db_id,wr_anticipation_ms,wr_execution_jitter,wr_separation_yds,wr_innovation_deg,wr_eyes_score,db_reaction_ms,db_coverage_yds,wr_R,wr_E,wr_S,wr_I,wr_A_eyes,db_R,db_C,winner_R,winner_S,winner_E,winner_I,wr_total,db_total,rep_winner
2023090700.0,101.0,44930.0,46137.0,400.0,0.087907147983919,4.4732985592289705,8.186713532541615,10.0,400.0,4.4732985592289705,0.0,0.824185704032162,1.0,0.8186713532541615,1.0,0.0,0.0,DB,WR,WR,WR,0.9051295053282196,0.0,WR
2023090700.0,194.0,41325.0,54653.0,800.0,0.1584874744889717,1.935458601985582,10.367074079735048,10.0,200.0,1.935458601985582,0.0,0.6830250510220566,1.0,1.0,1.0,0.0,0.0,DB,WR,WR,WR,0.8943416836740188,0.0,WR
2023090700.0,219.0,53591.0,53953.0,300.0,0.0157982066492793,4.819180428247104,3.7946589740560928,10.0,400.0,4.819180428247104,0.0,0.9684035867014414,1.0,0.37946589740560926,1.0,0.0,0.0,DB,WR,WR,WR,0.8653610417149357,0.0,WR
2023090700.0,361.0,38696.0,46137.0,300.0,0.1860108620923157,2.210701246211254,42.49209234201429,10.0,0.0,2.210701246211254,0.0,0.6279782758153686,1.0,1.0,1.0,1.0,0.0,DB,WR,WR,WR,0.8759927586051228,0.6666666666666666,WR
2023090700.0,436.0,53541.0,46137.0,500.0,0.1099946835504192,2.7585684693333254,22.657326493501262,10.0,600.0,2.7585684693333254,0.0,0.7800106328991616,1.0,1.0,1.0,0.0,0.0,DB,WR,WR,WR,0.9266702109663871,0.0,WR
2023090700.0,461.0,44930.0,52546.0,400.0,0.0961014975715666,4.32134238402837,10.495164250425018,10.0,0.0,4.32134238402837,0.0,0.8077970048568668,1.0,1.0,1.0,1.0,0.0,DB,WR,WR,WR,0.9359323349522888,0.6666666666666666,WR
2023090700.0,530.0,53541.0,54568.0,500.0,0.1071807785857409,3.341766000186132,13.860954122094997,10.0,500.0,3.341766000186132,0.0,0.7856384428285181,1.0,1.0,1.0,0.0,0.0,DB,WR,WR,WR,0.9285461476095059,0.0,WR
2023090700.0,621.0,53541.0,54527.0,500.0,0.3108377483834705,1.4046351839534763,3.2862252905812963,10.0,200.0,1.4046351839534763,0.0,0.378324503233059,0.9364234559689842,0.3286225290581296,1.0,0.0,0.0,DB,WR,WR,WR,0.641545595147708,0.0,WR
2023090700.0,713.0,53591.0,44888.0,300.0,0.1160584560357034,1.195031380341111,15.024563276500198,10.0,700.0,1.195031380341111,0.0,0.7678830879285932,0.796687586894074,1.0,1.0,0.0,0.04397489572711122,DB,WR,WR,WR,0.868411052481284,0.014658298575703738,WR
2023090700.0,736.0,46213.0,55910.0,400.0,0.2601582188795403,2.064606500038205,14.525697927853155,10.0,500.0,2.064606500038205,0.0,0.47968356224091935,1.0,1.0,1.0,0.0,0.0,DB,WR,WR,WR,0.8265611874136397,0.0,WR
2023090700.0,877.0,46243.0,47888.0,400.0,0.0400213011464463,5.417933185265399,12.810685278616605,10.0,0.0,5.417933185265399,0.0,0.9199573977071074,1.0,1.0,1.0,1.0,0.0,DB,WR,WR,WR,0.9733191325690357,0.6666666666666666,WR
2023090700.0,902.0,55920.0,55910.0,700.0,0.0966036131028032,3.446461953946398,5.674722646296149,10.0,600.0,3.446461953946398,0.0,0.8067927737943936,1.0,0.5674722646296149,1.0,0.0,0.0,DB,WR,WR,WR,0.8490920441907208,0.0,WR
2023090700.0,1001.0,55920.0,47888.0,400.0,0.0601449700092818,7.32461603089199,9.232955906295372,10.0,700.0,7.32461603089199,0.0,0.8797100599814364,1.0,0.9232955906295371,1.0,0.0,0.0,DB,WR,WR,WR,0.9445624714530527,0.0,WR
2023090700.0,1069.0,53959.0,53487.0,800.0,0.2201830481954586,6.439161436087773,18.008993304147946,10.0,1000.0,6.439161436087773,0.0,0.5596339036090827,1.0,1.0,1.0,0.0,0.0,DB,WR,WR,WR,0.8532113012030275,0.0,WR
