game_id,play_id,nfl_id,frame_id,x,y,season,week,pass_result,pass_length,route_of_targeted_receiver,team_coverage_man_zone,yards_gained,expected_points,expected_points_added
2023091012,55,42412,1,39.01,9.36,2023,1,C,5,HITCH,ZONE_COVERAGE,5,1.4592001568526,-0.03554074652493
2023091012,55,42412,10,39.77,7.68,2023,1,C,5,HITCH,ZONE_COVERAGE,5,1.4592001568526,-0.03554074652493
2023091012,55,44878,1,42.69,9.3,2023,1,C,5,HITCH,ZONE_COVERAGE,5,1.4592001568526,-0.03554074652493
2023091012,55,44878,10,41.0,8.05,2023,1,C,5,HITCH,ZONE_COVERAGE,5,1.4592001568526,-0.03554074652493
2023091006,55,53601,1,39.36,40.84,2023,1,C,5,HITCH,ZONE_COVERAGE,6,1.4592001568526,0.124025834724307
2023091006,55,53601,9,40.41,39.8,2023,1,C,5,HITCH,ZONE_COVERAGE,6,1.4592001568526,0.124025834724307
2023091707,55,54500,1,72.68,7.04,2023,2,I,4,FLAT,ZONE_COVERAGE,0,1.4592001568526,-0.687435692176223
2023091707,55,54500,10,75.68,3.39,2023,2,I,4,FLAT,ZONE_COVERAGE,0,1.4592001568526,-0.687435692176223
2023091006,55,54517,1,40.05,33.91,2023,1,C,5,HITCH,ZONE_COVERAGE,6,1.4592001568526,0.124025834724307
2023091006,55,54517,9,39.58,33.29,2023,1,C,5,HITCH,ZONE_COVERAGE,6,1.4592001568526,0.124025834724307
2023092410,55,54632,1,77.04,14.49,2023,3,C,1,FLAT,MAN_COVERAGE,2,1.4592001568526,-0.531543307006359
2023092410,55,54632,10,77.57,18.33,2023,3,C,1,FLAT,MAN_COVERAGE,2,1.4592001568526,-0.531543307006359
2023091400,56,47816,1,75.81,44.5,2023,2,C,6,IN,MAN_COVERAGE,6,1.4592001568526,0.122165388427675
2023091400,56,47816,10,77.1,41.98,2023,2,C,6,IN,MAN_COVERAGE,6,1.4592001568526,0.122165388427675
2023091400,56,53439,1,80.12,43.08,2023,2,C,6,IN,MAN_COVERAGE,6,1.4592001568526,0.122165388427675
2023091400,56,53439,10,78.66,40.5,2023,2,C,6,IN,MAN_COVERAGE,6,1.4592001568526,0.122165388427675
2023091100,58,42489,1,37.28,13.69,2023,1,C,4,SLANT,MAN_COVERAGE,7,1.4592001568526,0.260116803925484
2023091100,58,42489,7,38.82,17.12,2023,1,C,4,SLANT,MAN_COVERAGE,7,1.4592001568526,0.260116803925484
2023091100,58,54469,1,38.17,12.62,2023,1,C,4,SLANT,MAN_COVERAGE,7,1.4592001568526,0.260116803925484
2023091100,58,54469,7,39.32,16.28,2023,1,C,4,SLANT,MAN_COVERAGE,7,1.4592001568526,0.260116803925484
2023091704,60,42441,1,79.01,16.3,2023,2,C,3,CROSS,MAN_COVERAGE,12,1.4592001568526,0.770663246745244
2023091704,60,42441,6,78.18,16.72,2023,2,C,3,CROSS,MAN_COVERAGE,12,1.4592001568526,0.770663246745244
2023091704,60,52442,1,82.41,22.44,2023,2,C,3,CROSS,MAN_COVERAGE,12,1.4592001568526,0.770663246745244
2023091704,60,52442,6,81.65,18.79,2023,2,C,3,CROSS,MAN_COVERAGE,12,1.4592001568526,0.770663246745244
2023092404,62,46456,1,32.81,8.84,2023,3,I,4,OUT,ZONE_COVERAGE,0,0.433900789357722,-0.587354801595211
2023092404,62,46456,11,32.34,7.87,2023,3,I,4,OUT,ZONE_COVERAGE,0,0.433900789357722,-0.587354801595211
2023092404,62,55934,1,27.04,17.37,2023,3,I,4,OUT,ZONE_COVERAGE,0,0.433900789357722,-0.587354801595211
2023092404,62,55934,11,27.26,12.06,2023,3,I,4,OUT,ZONE_COVERAGE,0,0.433900789357722,-0.587354801595211
2023091706,77,41233,1,45.33,15.3,2023,2,I,8,IN,ZONE_COVERAGE,0,0.927045011892915,-0.959760499652475
2023091706,77,41233,7,46.59,18.25,2023,2,I,8,IN,ZONE_COVERAGE,0,0.927045011892915,-0.959760499652475
2023092403,77,43336,1,80.39,42.05,2023,3,I,8,SLANT,ZONE_COVERAGE,0,0.855478289537132,-0.969357405789196
2023092403,77,43336,8,77.55,39.26,2023,3,I,8,SLANT,ZONE_COVERAGE,0,0.855478289537132,-0.969357405789196
2023092411,77,46310,1,42.43,16.52,2023,3,I,6,HITCH,ZONE_COVERAGE,0,0.928137978538871,-0.969807176850736
2023092411,77,46310,11,41.93,12.3,2023,3,I,6,HITCH,ZONE_COVERAGE,0,0.928137978538871,-0.969807176850736
2023092411,77,52458,1,45.8,8.63,2023,3,I,6,HITCH,ZONE_COVERAGE,0,0.928137978538871,-0.969807176850736
2023092411,77,52458,11,42.88,7.38,2023,3,I,6,HITCH,ZONE_COVERAGE,0,0.928137978538871,-0.969807176850736
2023092405,77,53438,1,51.92,11.27,2023,3,C,10,CROSS,MAN_COVERAGE,15,1.58136554528028,1.24185599503107
2023092405,77,53438,10,58.33,13.53,2023,3,C,10,CROSS,MAN_COVERAGE,15,1.58136554528028,1.24185599503107
2023091007,77,54481,1,43.05,15.91,2023,1,C,6,HITCH,ZONE_COVERAGE,6,0.997257948853076,0.655764260096475
2023091007,77,54481,7,42.53,14.74,2023,1,C,6,HITCH,ZONE_COVERAGE,6,0.997257948853076,0.655764260096475
2023091709,77,54677,1,74.09,7.51,2023,2,C,6,OUT,MAN_COVERAGE,6,1.72933467430994,0.549922576872632
2023091709,77,54677,11,68.14,5.19,2023,2,C,6,OUT,MAN_COVERAGE,6,1.72933467430994,0.549922576872632
2023092411,77,54885,1,38.6,8.67,2023,3,I,6,HITCH,ZONE_COVERAGE,0,0.928137978538871,-0.969807176850736
2023092411,77,54885,11,40.82,6.72,2023,3,I,6,HITCH,ZONE_COVERAGE,0,0.928137978538871,-0.969807176850736
2023091007,77,56045,1,46.15,14.93,2023,1,C,6,HITCH,ZONE_COVERAGE,6,0.997257948853076,0.655764260096475
2023091007,77,56045,7,43.59,14.21,2023,1,C,6,HITCH,ZONE_COVERAGE,6,0.997257948853076,0.655764260096475
2023092403,77,56097,1,75.27,42.23,2023,3,I,8,SLANT,ZONE_COVERAGE,0,0.855478289537132,-0.969357405789196
2023092403,77,56097,8,75.91,40.11,2023,3,I,8,SLANT,ZONE_COVERAGE,0,0.855478289537132,-0.969357405789196
2023092100,78,47819,1,75.86,11.43,2023,3,I,8,SLANT,ZONE_COVERAGE,0,1.26504333410412,-0.994291731156409
2023092100,78,47819,9,73.02,15.63,2023,3,I,8,SLANT,ZONE_COVERAGE,0,1.26504333410412,-0.994291731156409
2023092100,78,55888,1,74.58,10.16,2023,3,I,8,SLANT,ZONE_COVERAGE,0,1.26504333410412,-0.994291731156409
2023092100,78,55888,9,72.91,14.75,2023,3,I,8,SLANT,ZONE_COVERAGE,0,1.26504333410412,-0.994291731156409
2023092501,79,43344,1,35.48,36.72,2023,3,C,2,FLAT,ZONE_COVERAGE,9,0.77176446467638,0.785461962921545
2023092501,79,43344,9,36.23,41.97,2023,3,C,2,FLAT,ZONE_COVERAGE,9,0.77176446467638,0.785461962921545
2023092501,79,54607,1,39.16,34.56,2023,3,C,2,FLAT,ZONE_COVERAGE,9,0.77176446467638,0.785461962921545
2023092501,79,54607,9,39.25,39.06,2023,3,C,2,FLAT,ZONE_COVERAGE,9,0.77176446467638,0.785461962921545
2023092501,79,54677,1,43.53,38.04,2023,3,C,2,FLAT,ZONE_COVERAGE,9,0.77176446467638,0.785461962921545
2023092501,79,54677,9,43.31,40.25,2023,3,C,2,FLAT,ZONE_COVERAGE,9,0.77176446467638,0.785461962921545
2023091712,81,42357,1,80.89,44.98,2023,2,C,0,SCREEN,ZONE_COVERAGE,4,1.42588744498789,0.215770383365452
2023091712,81,42357,9,81.6,44.96,2023,2,C,0,SCREEN,ZONE_COVERAGE,4,1.42588744498789,0.215770383365452
2023091712,81,43327,1,73.42,45.84,2023,2,C,0,SCREEN,ZONE_COVERAGE,4,1.42588744498789,0.215770383365452
2023091712,81,43327,9,75.84,45.89,2023,2,C,0,SCREEN,ZONE_COVERAGE,4,1.42588744498789,0.215770383365452
2023091003,81,53462,1,78.75,41.16,2023,1,I,13,OUT,ZONE_COVERAGE,0,0.928137978538871,-0.956335089169443
2023091003,81,53462,12,78.89,36.48,2023,1,I,13,OUT,ZONE_COVERAGE,0,0.928137978538871,-0.956335089169443
2023091707,90,54500,1,74.09,5.01,2023,2,C,7,HITCH,ZONE_COVERAGE,7,0.77176446467638,0.0392908835783601
2023091707,90,54500,13,78.47,5.19,2023,2,C,7,HITCH,ZONE_COVERAGE,7,0.77176446467638,0.0392908835783601
2023091707,90,55885,1,75.29,4.98,2023,2,C,7,HITCH,ZONE_COVERAGE,7,0.77176446467638,0.0392908835783601
2023091707,90,55885,13,79.11,5.2,2023,2,C,7,HITCH,ZONE_COVERAGE,7,0.77176446467638,0.0392908835783601
2023092500,100,43351,1,48.92,36.54,2023,3,C,5,OUT,ZONE_COVERAGE,7,0.840643744915724,1.54587152926251
