game_id,play_id,nfl_id,frame_id,x,y,season,week,pass_result,pass_length,route_of_targeted_receiver,team_coverage_man_zone,yards_gained,expected_points,expected_points_added,end_frame
2023090700,101,52546,11,48.49,8.0,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,12,48.89,7.7,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,13,49.23,7.39,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,14,49.58,7.11,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,15,49.96,6.86,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,16,50.39,6.59,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,17,50.82,6.35,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,18,51.23,6.14,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,19,51.65,5.91,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,20,52.06,5.64,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,52546,21,52.48,5.38,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,11,59.4,10.02,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,12,59.83,9.37,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,13,60.22,8.69,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,14,60.59,7.99,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,15,60.92,7.25,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,16,61.23,6.5,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,17,61.52,5.74,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,18,61.79,4.99,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,19,62.04,4.25,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,20,62.28,3.52,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,101,44930,21,62.49,2.83,2023,1,I,22,CORNER,ZONE_COVERAGE,0,0.927020542323589,-2.14544250350446,21
2023090700,194,53953,1,76.7,18.27,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,2,76.37,18.36,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,3,76.1,18.44,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,4,75.91,18.48,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,5,75.79,18.5,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,6,75.75,18.49,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,7,75.77,18.46,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,8,75.85,18.41,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,194,53953,9,75.98,18.34,2023,1,C,6,ANGLE,MAN_COVERAGE,10,0.121504719369113,1.7025630902499,9
2023090700,219,53953,1,70.92,9.18,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,2,70.74,9.12,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,3,70.65,9.07,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,4,70.62,9.04,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,5,70.66,9.01,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,6,70.78,9.0,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,7,70.96,8.99,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,219,53953,8,71.21,8.98,2023,1,C,4,HITCH,ZONE_COVERAGE,5,1.82406780961901,0.0893515208736062,8
2023090700,361,38696,6,33.57,49.44,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,7,33.27,49.66,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,8,32.93,49.88,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,9,32.53,50.11,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,10,32.09,50.31,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,11,31.6,50.48,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,12,31.07,50.64,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,13,30.5,50.76,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,14,29.91,50.84,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,15,29.33,50.9,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,361,38696,16,28.74,50.94,2023,1,C,5,HITCH,ZONE_COVERAGE,5,-1.04915959946811,-0.862062418367714,16
2023090700,436,53541,1,33.98,37.6,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,436,53541,2,34.27,37.34,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,436,53541,3,34.54,37.02,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,436,53541,4,34.81,36.65,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,436,53541,5,35.07,36.24,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,436,53541,6,35.32,35.81,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,436,53541,7,35.58,35.35,2023,1,C,6,SLANT,MAN_COVERAGE,13,0.312204233370721,1.61392725538462,7
2023090700,461,52546,1,50.06,10.5,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,2,50.2,10.45,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,3,50.33,10.44,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,4,50.47,10.49,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,5,50.6,10.6,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,6,50.75,10.75,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,7,50.91,10.97,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,8,51.09,11.22,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,9,51.29,11.52,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,52546,10,51.5,11.85,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,1,52.42,14.12,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,2,52.99,14.34,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,3,53.53,14.62,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,4,54.04,14.97,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,5,54.5,15.39,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,6,54.95,15.86,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
2023090700,461,44930,7,55.38,16.38,2023,1,C,13,POST,ZONE_COVERAGE,21,1.92613148875535,1.34563262574375,10
